idx,Base salt,Initial loading,Final loading,Fitness
2214,NiBr3,6,9.0,30.193816333333334
2215,SnCl4,2,3.0,66.84407999999999
2216,CoBr3,7,9.0,45.01381440000001
2217,CuCl2,4,6.0,23.952721000000004
2218,RbI,0,1.0,48.611720299999995
2219,ScI3,7,9.0,59.0975232
2220,FeI3,6,9.0,38.43076416666667
2221,ZnI2,4,6.0,36.942775999999995
2222,RbBr,1,2.0,47.3137944
2223,MoI4,3,5.0,53.085804
2224,BaI2,7,9.0,50.19235749999999
2225,YCl3,6,8.0,34.9255299
2226,CrBr3,8,9.0,86.102994
2227,YBr3,6,8.0,45.03401564999999
2228,YI3,6,8.0,55.115784600000005
2229,BeCl2,7,9.0,20.34890559
2230,TiBr3,8,9.0,87.71494899999998
2231,GaCl3,2,3.0,50.658534
2232,LiBr,3,4.0,30.9337
2233,LaBr3,0,1.0,56.71844749999999
2234,YBr3,7,9.0,51.415353899999985
2235,KI,1,2.0,46.188467800000005
2236,GaBr3,8,9.0,85.79111400000001
2237,BaF2,6,8.0,26.736635959
2238,CaI2,6,8.0,45.528822
2239,BaI2,1,2.0,56.872406000000005
2240,LaBr3,1,2.0,62.66793499999999
2241,LaI3,7,9.0,56.398373500000005
2242,VCl4,3,4.0,54.79981000000001
2243,SnI2,1,2.0,55.843501999999994
2244,PbCl4,2,3.0,65.330806
2245,NaI,3,4.0,39.962406259999995
2246,ZnI2,6,8.0,37.65321399999999
2247,SrI2,6,8.0,39.44446549999999
2248,VBr3,3,4.0,55.8689985
2249,ScI3,6,8.0,44.323142399999995
2250,MgCl2,8,9.0,33.854574
2251,YI3,7,9.0,48.289517700000005
2252,SnCl4,3,4.0,57.931535999999994
2253,ZnBr2,6,8.0,30.954332999999995
2254,MgBr2,8,9.0,50.12774399999999
2255,VBr4,2,3.0,61.7830275
2256,GaCl3,3,4.0,42.70068
2257,ZnBr2,8,9.0,54.477472
2258,RbI,1,2.0,43.543199699999995
2259,PbCl2,4,6.0,28.586376
2260,ScBr3,8,9.0,72.94657889999999
2261,NaBr,2,3.0,28.534469719999997
2262,YF3,3,4.0,31.14406071
2263,ScCl3,3,4.0,41.8244853
2264,GaI3,0,1.0,62.3036505
2265,BaF2,8,9.0,41.568488290000005
2266,SnI2,6,8.0,36.9718745
2267,PbI2,6,8.0,38.769042
2268,VCl4,4,5.0,47.0013755
2269,LaBr3,7,9.0,44.36728249999999
2270,LaBr3,8,10.0,39.18418874999999
2271,SrCl2,7,8.0,40.957512
2272,VBr4,3,4.0,59.4515925
2273,ZnCl2,8,9.0,36.723637999999994
2274,ZrCl4,4,5.0,51.715682
2275,PbCl4,3,4.0,57.623239
2276,LaI3,6,8.0,44.1740955
2277,YCl3,8,9.0,54.8129343
2278,AlI3,8,9.0,77.47922728
